"obs","school","schgender","avg","score16","score11","sex"
2098,30,"girls",0.2687752,0.9675862,-2.19109,"F"
2099,30,"girls",0.2687752,-1.723882,-0.786016,"F"
2100,30,"girls",0.2687752,-0.129085,-0.372758,"F"
2101,30,"girls",0.2687752,-1.335315,-0.290107,"F"
2102,30,"girls",0.2687752,0.4781942,0.3711052,"F"
2103,30,"girls",0.2687752,-1.836687,-0.951318,"F"
2104,30,"girls",0.2687752,1.8138272,1.6108772,"F"
2105,30,"girls",0.2687752,-1.723882,-0.45541,"F"
2106,30,"girls",0.2687752,-0.419801,0.7843622,"F"
2107,30,"girls",0.2687752,0.8965662,0.2058022,"F"
2108,30,"girls",0.2687752,2.5323522,1.4455742,"F"
2109,30,"girls",0.2687752,0.6787592,0.6190592,"F"
2110,30,"girls",0.2687752,-1.219486,-0.207455,"F"
2111,30,"girls",0.2687752,0.6787592,0.7843622,"F"
2112,30,"girls",0.2687752,0.8219882,0.1231502,"F"
2113,30,"girls",0.2687752,1.8138272,0.7843622,"F"
2114,30,"girls",0.2687752,-0.197611,-0.786016,"F"
2115,30,"girls",0.2687752,1.0396082,2.1067862,"F"
2116,30,"girls",0.2687752,1.0396082,1.2802712,"F"
2117,30,"girls",0.2687752,0.9675862,0.5364082,"F"
2118,30,"girls",0.2687752,0.1941492,1.1149682,"F"
2119,30,"girls",0.2687752,-1.335315,-0.124804,"F"
2120,30,"girls",0.2687752,-1.219486,-1.03397,"F"
2121,30,"girls",0.2687752,-1.335315,-1.695182,"F"
2122,30,"girls",0.2687752,1.3101422,0.7017112,"F"
2123,30,"girls",0.2687752,1.1758492,0.9496652,"F"
2124,30,"girls",0.2687752,-0.338842,-0.45541,"F"
2125,30,"girls",0.2687752,-1.118624,-0.372758,"F"
2126,30,"girls",0.2687752,0.8965662,2.8506492,"F"
2127,30,"girls",0.2687752,-0.555112,-0.538061,"F"
2128,30,"girls",0.2687752,2.7018012,2.8506492,"F"
2129,30,"girls",0.2687752,3.6660912,1.8588312,"F"
2130,30,"girls",0.2687752,1.8138272,1.1149682,"F"
2131,30,"girls",0.2687752,0.1340672,-0.207455,"F"
2132,31,"girls",-0.490832,0.5443412,0.2058022,"F"
2133,31,"girls",-0.490832,-0.939378,-0.951318,"F"
2134,31,"girls",-0.490832,0.1340672,-0.620713,"F"
2135,31,"girls",-0.490832,-1.118624,-0.124804,"F"
2136,31,"girls",-0.490832,-1.029067,-0.620713,"F"
2137,31,"girls",-0.490832,0.2613242,-0.124804,"F"
2138,31,"girls",-0.490832,-0.338842,0.2058022,"F"
2139,31,"girls",-0.490832,0.7472282,0.0404992,"F"
2140,31,"girls",-0.490832,0.7472282,-0.372758,"F"
2141,31,"girls",-0.490832,0.1941492,-0.951318,"F"
2142,31,"girls",-0.490832,-0.939378,-0.124804,"F"
2143,31,"girls",-0.490832,-0.419801,0.2058022,"F"
2144,31,"girls",-0.490832,-0.699505,-1.447227,"F"
2145,31,"girls",-0.490832,0.4781942,0.4537562,"F"
2146,31,"girls",-0.490832,0.0043222,0.2058022,"F"
2147,31,"girls",-0.490832,-1.029067,-1.199273,"F"
2148,31,"girls",-0.490832,-0.492781,-0.538061,"F"
2149,31,"girls",-0.490832,-1.029067,-0.124804,"F"
2150,31,"girls",-0.490832,-0.265159,-2.356393,"F"
2151,31,"girls",-0.490832,0.1340672,-2.025787,"F"
2152,31,"girls",-0.490832,-0.776109,-0.290107,"F"
2153,31,"girls",-0.490832,1.1094382,0.4537562,"F"
2154,31,"girls",-0.490832,0.1941492,-0.372758,"F"
2155,31,"girls",-0.490832,-0.419801,-1.860484,"F"
2156,31,"girls",-0.490832,-1.526653,-0.703364,"F"
2157,31,"girls",-0.490832,1.4395322,-0.124804,"F"
2158,31,"girls",-0.490832,0.4781942,-0.290107,"F"
2159,31,"girls",-0.490832,-0.265159,-0.042152,"F"
2160,31,"girls",-0.490832,0.7472282,0.1231502,"F"
2161,31,"girls",-0.490832,0.1340672,0.6190592,"F"
2162,31,"girls",-0.490832,0.4026692,0.2058022,"F"
2163,31,"girls",-0.490832,-0.129085,-0.868667,"F"
2164,31,"girls",-0.490832,-1.836687,-1.364576,"F"
2165,31,"girls",-0.490832,-0.338842,-0.620713,"F"
2166,31,"girls",-0.490832,-1.219486,-0.45541,"F"
2167,31,"girls",-0.490832,-0.776109,-1.116621,"F"
2168,31,"girls",-0.490832,-1.029067,-0.207455,"F"
2169,31,"girls",-0.490832,-0.776109,-0.951318,"F"
2170,31,"girls",-0.490832,0.4781942,0.5364082,"F"
2171,31,"girls",-0.490832,0.2613242,-0.042152,"F"
2172,31,"girls",-0.490832,-0.939378,-1.199273,"F"
2173,31,"girls",-0.490832,-0.265159,-1.03397,"F"
2174,31,"girls",-0.490832,-0.85267,-1.116621,"F"
2175,31,"girls",-0.490832,-0.699505,-0.620713,"F"
2176,31,"girls",-0.490832,-0.062088,-0.042152,"F"
2177,31,"girls",-0.490832,-0.699505,-0.207455,"F"
2178,31,"girls",-0.490832,0.0735362,-1.777833,"F"
2179,31,"girls",-0.490832,0.7472282,-0.290107,"F"
2180,31,"girls",-0.490832,0.0043222,-0.124804,"F"
2181,32,"mixed",-0.650231,-0.939378,-1.695182,"F"
2182,32,"mixed",-0.650231,-0.338842,-1.860484,"F"
2183,32,"mixed",-0.650231,-0.555112,-0.207455,"M"
2184,32,"mixed",-0.650231,-0.85267,-0.703364,"M"
2185,32,"mixed",-0.650231,0.1941492,1.1149682,"F"
2186,32,"mixed",-0.650231,-1.438662,-2.604348,"M"
2187,32,"mixed",-0.650231,-1.118624,-2.934953,"M"
2188,32,"mixed",-0.650231,0.0043222,0.5364082,"M"
2189,32,"mixed",-0.650231,-0.419801,-0.207455,"M"
2190,32,"mixed",-0.650231,1.0396082,1.0323172,"M"
2191,32,"mixed",-0.650231,1.0396082,0.4537562,"F"
2192,32,"mixed",-0.650231,0.4026692,0.3711052,"M"
2193,32,"mixed",-0.650231,-0.265159,-1.281924,"M"
2194,32,"mixed",-0.650231,-1.62373,-1.777833,"M"
2195,32,"mixed",-0.650231,-1.438662,-1.777833,"M"
2196,32,"mixed",-0.650231,1.2405332,0.5364082,"M"
2197,32,"mixed",-0.650231,0.1340672,-1.116621,"M"
2198,32,"mixed",-0.650231,-3.059543,-2.604348,"M"
2199,32,"mixed",-0.650231,0.5443412,-0.620713,"F"
2200,32,"mixed",-0.650231,0.3280722,-0.538061,"M"
2201,32,"mixed",-0.650231,-1.836687,-0.538061,"M"
2202,32,"mixed",-0.650231,1.5061852,1.6935282,"F"
2203,32,"mixed",-0.650231,-0.338842,-0.951318,"M"
2204,32,"mixed",-0.650231,-1.836687,-1.695182,"M"
2205,32,"mixed",-0.650231,-1.029067,0.0404992,"F"
2206,32,"mixed",-0.650231,-0.129085,0.2058022,"F"
2207,32,"mixed",-0.650231,-1.962075,-0.538061,"M"
2208,32,"mixed",-0.650231,0.1941492,0.4537562,"M"
2209,32,"mixed",-0.650231,0.6787592,-0.124804,"F"
2210,32,"mixed",-0.650231,-0.623051,-1.364576,"M"
2211,32,"mixed",-0.650231,-0.338842,0.0404992,"F"
2212,32,"mixed",-0.650231,0.2613242,0.5364082,"M"
2213,32,"mixed",-0.650231,-0.623051,-0.124804,"F"
2214,32,"mixed",-0.650231,0.0043222,-1.03397,"M"
2215,32,"mixed",-0.650231,-0.265159,-1.529879,"M"
2216,32,"mixed",-0.650231,-0.939378,-1.860484,"M"
2217,32,"mixed",-0.650231,-0.129085,-1.199273,"M"
2218,32,"mixed",-0.650231,0.9675862,1.0323172,"F"
2219,32,"mixed",-0.650231,0.7472282,-0.538061,"F"
2220,32,"mixed",-0.650231,-1.62373,-1.61253,"F"
2221,32,"mixed",-0.650231,0.6787592,-0.042152,"M"
2222,32,"mixed",-0.650231,-1.836687,-2.273742,"F"
2223,33,"mixed",0.0759212,0.1340672,0.9496652,"M"
2224,33,"mixed",0.0759212,0.5443412,1.1149682,"M"
2225,33,"mixed",0.0759212,0.4781942,0.0404992,"M"
2226,33,"mixed",0.0759212,0.0735362,0.0404992,"M"
2227,33,"mixed",0.0759212,-1.335315,-0.124804,"M"
2228,33,"mixed",0.0759212,-1.335315,-1.61253,"M"
2229,33,"mixed",0.0759212,-0.555112,-1.281924,"M"
2230,33,"mixed",0.0759212,-0.338842,-0.951318,"M"
2231,33,"mixed",0.0759212,0.0043222,0.0404992,"F"
2232,33,"mixed",0.0759212,0.7472282,1.3629222,"M"
2233,33,"mixed",0.0759212,0.2613242,-1.199273,"F"
2234,33,"mixed",0.0759212,0.8965662,0.5364082,"M"
2235,33,"mixed",0.0759212,0.3280722,0.2058022,"M"
2236,33,"mixed",0.0759212,-0.85267,-0.45541,"F"
2237,33,"mixed",0.0759212,-0.776109,-0.290107,"M"
2238,33,"mixed",0.0759212,0.0043222,-0.538061,"M"
2239,33,"mixed",0.0759212,0.4026692,1.1976192,"M"
2240,33,"mixed",0.0759212,0.7472282,1.3629222,"M"
2241,33,"mixed",0.0759212,0.0735362,0.6190592,"F"
2242,33,"mixed",0.0759212,-0.338842,-0.290107,"F"
2243,33,"mixed",0.0759212,0.8965662,1.1976192,"M"
2244,33,"mixed",0.0759212,1.0396082,2.1067862,"F"
2245,33,"mixed",0.0759212,-0.265159,0.7843622,"M"
2246,33,"mixed",0.0759212,1.0396082,-0.042152,"F"
2247,33,"mixed",0.0759212,0.6787592,0.0404992,"F"
2248,33,"mixed",0.0759212,-0.062088,-0.124804,"F"
2249,33,"mixed",0.0759212,-0.555112,-0.124804,"M"
2250,33,"mixed",0.0759212,-0.338842,-0.620713,"F"
2251,33,"mixed",0.0759212,0.4026692,0.5364082,"F"
2252,33,"mixed",0.0759212,-0.197611,-0.45541,"M"
2253,33,"mixed",0.0759212,0.1340672,0.7843622,"F"
2254,33,"mixed",0.0759212,-0.419801,0.0404992,"F"
2255,33,"mixed",0.0759212,-1.335315,-1.860484,"F"
2256,33,"mixed",0.0759212,-0.338842,-1.116621,"F"
2257,33,"mixed",0.0759212,0.6107292,0.2884532,"F"
2258,33,"mixed",0.0759212,0.4026692,0.3711052,"M"
2259,33,"mixed",0.0759212,-0.699505,-0.45541,"M"
2260,33,"mixed",0.0759212,-0.197611,0.0404992,"F"
2261,33,"mixed",0.0759212,-1.335315,-0.207455,"M"
2262,33,"mixed",0.0759212,-1.118624,-0.290107,"F"
2263,33,"mixed",0.0759212,0.4026692,0.9496652,"F"
2264,33,"mixed",0.0759212,1.9003352,0.2884532,"M"
2265,33,"mixed",0.0759212,-1.438662,-2.852302,"M"
2266,33,"mixed",0.0759212,1.1094382,0.0404992,"M"
2267,33,"mixed",0.0759212,-0.062088,1.6108772,"M"
2268,33,"mixed",0.0759212,0.6787592,2.3547402,"M"
2269,33,"mixed",0.0759212,-0.699505,-0.207455,"M"
2270,33,"mixed",0.0759212,0.0735362,0.3711052,"F"
2271,33,"mixed",0.0759212,0.7472282,0.2058022,"F"
2272,33,"mixed",0.0759212,-0.939378,-0.042152,"M"
2273,33,"mixed",0.0759212,0.3280722,-0.45541,"M"
2274,33,"mixed",0.0759212,0.4026692,0.1231502,"M"
2275,33,"mixed",0.0759212,-0.265159,-0.538061,"M"
2276,33,"mixed",0.0759212,1.4395322,0.2058022,"F"
2277,33,"mixed",0.0759212,1.0396082,0.2058022,"F"
2278,33,"mixed",0.0759212,0.6787592,0.3711052,"F"
2279,33,"mixed",0.0759212,1.3747412,1.1976192,"M"
2280,33,"mixed",0.0759212,1.4395322,-0.207455,"M"
2281,33,"mixed",0.0759212,-0.338842,-0.45541,"F"
2282,33,"mixed",0.0759212,0.1941492,-1.116621,"F"
2283,33,"mixed",0.0759212,-0.85267,-0.207455,"M"
2284,33,"mixed",0.0759212,1.8138272,0.2884532,"M"
2285,33,"mixed",0.0759212,-0.85267,-0.538061,"F"
2286,33,"mixed",0.0759212,-0.062088,-0.124804,"F"
2287,33,"mixed",0.0759212,0.2613242,0.2058022,"F"
2288,33,"mixed",0.0759212,-0.776109,0.8670142,"M"
2289,33,"mixed",0.0759212,0.5443412,0.0404992,"F"
2290,33,"mixed",0.0759212,-0.062088,-0.290107,"F"
2291,33,"mixed",0.0759212,0.0043222,0.1231502,"M"
2292,33,"mixed",0.0759212,0.6787592,1.1149682,"M"
2293,33,"mixed",0.0759212,1.1094382,0.8670142,"M"
2294,33,"mixed",0.0759212,-0.699505,0.2058022,"M"
2295,33,"mixed",0.0759212,-0.85267,-0.290107,"M"
2296,33,"mixed",0.0759212,-0.338842,-0.207455,"M"
2297,33,"mixed",0.0759212,0.9675862,0.3711052,"F"
2298,33,"mixed",0.0759212,-0.776109,0.0404992,"F"
2299,33,"mixed",0.0759212,0.2613242,-0.290107,"M"
2300,34,"mixed",-0.360043,0.4781942,1.8588312,"M"
2301,34,"mixed",-0.360043,0.0735362,-0.538061,"M"
2302,34,"mixed",-0.360043,-0.338842,0.2884532,"M"
2303,34,"mixed",-0.360043,-2.75266,-1.860484,"F"
2304,34,"mixed",-0.360043,-2.291731,-2.604348,"M"
2305,34,"mixed",-0.360043,0.6107292,0.1231502,"M"
2306,34,"mixed",-0.360043,-1.836687,-1.281924,"F"
2307,34,"mixed",-0.360043,1.4395322,0.1231502,"F"
2308,34,"mixed",-0.360043,-0.623051,0.8670142,"M"
2309,34,"mixed",-0.360043,0.9675862,-0.207455,"F"
2310,34,"mixed",-0.360043,-3.059543,-0.868667,"M"
2311,34,"mixed",-0.360043,0.1941492,0.4537562,"M"
2312,34,"mixed",-0.360043,-1.438662,-1.199273,"M"
2313,34,"mixed",-0.360043,-1.62373,-2.273742,"F"
2314,34,"mixed",-0.360043,1.2405332,0.9496652,"M"
2315,34,"mixed",-0.360043,1.3747412,0.8670142,"M"
2316,34,"mixed",-0.360043,1.4395322,1.3629222,"M"
2317,34,"mixed",-0.360043,-1.62373,-2.852302,"M"
2318,34,"mixed",-0.360043,-1.526653,-0.538061,"M"
2319,34,"mixed",-0.360043,1.3747412,2.3547402,"M"
2320,34,"mixed",-0.360043,-0.338842,-0.786016,"M"
2321,34,"mixed",-0.360043,-1.219486,-2.273742,"F"
2322,34,"mixed",-0.360043,-0.699505,0.2058022,"M"
2323,34,"mixed",-0.360043,0.4781942,-1.447227,"M"
2324,34,"mixed",-0.360043,0.4781942,0.3711052,"F"
2325,34,"mixed",-0.360043,-0.419801,-0.45541,"F"
2326,35,"girls",-0.120454,-0.419801,-0.538061,"F"
2327,35,"girls",-0.120454,0.3280722,-0.620713,"F"
2328,35,"girls",-0.120454,0.0043222,-0.207455,"F"
2329,35,"girls",-0.120454,0.8219882,0.4537562,"F"
2330,35,"girls",-0.120454,0.5443412,-0.207455,"F"
2331,35,"girls",-0.120454,1.3101422,0.1231502,"F"
2332,35,"girls",-0.120454,-0.129085,0.5364082,"F"
2333,35,"girls",-0.120454,0.7472282,0.8670142,"F"
2334,35,"girls",-0.120454,0.4026692,-0.207455,"F"
2335,35,"girls",-0.120454,0.6787592,-0.290107,"F"
2336,35,"girls",-0.120454,0.6107292,1.2802712,"F"
2337,35,"girls",-0.120454,0.4026692,-0.538061,"F"
2338,35,"girls",-0.120454,-0.338842,-0.290107,"F"
2339,35,"girls",-0.120454,0.0735362,-1.03397,"F"
2340,35,"girls",-0.120454,-1.029067,-0.290107,"F"
2341,35,"girls",-0.120454,-0.338842,-0.124804,"F"
2342,35,"girls",-0.120454,-0.555112,-0.45541,"F"
2343,35,"girls",-0.120454,0.8965662,0.0404992,"F"
2344,35,"girls",-0.120454,0.9675862,1.6108772,"F"
2345,35,"girls",-0.120454,-0.699505,-1.03397,"F"
2346,35,"girls",-0.120454,-0.555112,-0.290107,"F"
2347,35,"girls",-0.120454,-0.197611,-1.199273,"F"
2348,35,"girls",-0.120454,0.8965662,-1.364576,"F"
2349,35,"girls",-0.120454,-0.338842,0.5364082,"F"
2350,35,"girls",-0.120454,-0.699505,-0.372758,"F"
2351,35,"girls",-0.120454,-1.029067,0.0404992,"F"
2352,35,"girls",-0.120454,-1.723882,-0.703364,"F"
2353,35,"girls",-0.120454,0.8965662,1.2802712,"F"
2354,35,"girls",-0.120454,-1.118624,-0.45541,"F"
2355,35,"girls",-0.120454,0.1340672,-0.042152,"F"
2356,35,"girls",-0.120454,-0.699505,-0.372758,"F"
2357,35,"girls",-0.120454,0.9675862,-0.620713,"F"
2358,35,"girls",-0.120454,1.3101422,1.6108772,"F"
2359,35,"girls",-0.120454,0.3280722,-0.786016,"F"
2360,35,"girls",-0.120454,0.6107292,0.9496652,"F"
2361,35,"girls",-0.120454,0.2613242,0.0404992,"F"
2362,35,"girls",-0.120454,0.1340672,-1.529879,"F"
2363,35,"girls",-0.120454,-0.265159,-0.372758,"F"
2364,36,"boys",-0.096466,-0.265159,-1.61253,"M"
2365,36,"boys",-0.096466,-1.723882,-1.199273,"M"
2366,36,"boys",-0.096466,1.0396082,1.8588312,"M"
2367,36,"boys",-0.096466,-1.723882,-1.364576,"M"
2368,36,"boys",-0.096466,0.0043222,-0.868667,"M"
2369,36,"boys",-0.096466,-1.723882,-0.951318,"M"
2370,36,"boys",-0.096466,1.4395322,0.2884532,"M"
2371,36,"boys",-0.096466,-0.85267,-1.860484,"M"
2372,36,"boys",-0.096466,-0.939378,0.2884532,"M"
2373,36,"boys",-0.096466,1.1094382,-1.529879,"M"
2374,36,"boys",-0.096466,-0.419801,-0.538061,"M"
2375,36,"boys",-0.096466,-0.85267,-0.124804,"M"
2376,36,"boys",-0.096466,-0.776109,0.7017112,"M"
2377,36,"boys",-0.096466,-0.776109,-1.364576,"M"
2378,36,"boys",-0.096466,0.4026692,-0.538061,"M"
2379,36,"boys",-0.096466,-1.962075,-1.447227,"M"
2380,36,"boys",-0.096466,-1.962075,-1.529879,"M"
2381,36,"boys",-0.096466,-1.836687,-0.124804,"M"
2382,36,"boys",-0.096466,0.3280722,1.0323172,"M"
2383,36,"boys",-0.096466,-1.118624,1.0323172,"M"
2384,36,"boys",-0.096466,0.1941492,0.2058022,"M"
2385,36,"boys",-0.096466,0.6787592,-0.703364,"M"
2386,36,"boys",-0.096466,0.6107292,1.3629222,"M"
2387,36,"boys",-0.096466,-1.62373,-0.372758,"M"
2388,36,"boys",-0.096466,-0.492781,0.8670142,"M"
2389,36,"boys",-0.096466,-1.118624,-0.372758,"M"
2390,36,"boys",-0.096466,-2.108644,-0.868667,"M"
2391,36,"boys",-0.096466,0.3280722,0.6190592,"M"
2392,36,"boys",-0.096466,0.3280722,0.6190592,"M"
2393,36,"boys",-0.096466,-0.699505,0.3711052,"M"
2394,36,"boys",-0.096466,-0.776109,-0.372758,"M"
2395,36,"boys",-0.096466,-0.129085,0.4537562,"M"
2396,36,"boys",-0.096466,-0.555112,-0.538061,"M"
2397,36,"boys",-0.096466,-1.62373,-1.695182,"M"
2398,36,"boys",-0.096466,-1.219486,-2.604348,"M"
2399,36,"boys",-0.096466,1.9003352,0.7843622,"M"
2400,36,"boys",-0.096466,0.8219882,1.5282252,"M"
2401,36,"boys",-0.096466,0.8965662,0.6190592,"M"
2402,36,"boys",-0.096466,0.0735362,1.0323172,"M"
2403,36,"boys",-0.096466,-0.939378,-0.124804,"M"
2404,36,"boys",-0.096466,0.6787592,1.2802712,"M"
2405,36,"boys",-0.096466,0.5443412,1.2802712,"M"
2406,36,"boys",-0.096466,0.4026692,0.5364082,"M"
2407,36,"boys",-0.096466,-0.338842,0.1231502,"M"
2408,36,"boys",-0.096466,0.7472282,1.0323172,"M"
2409,36,"boys",-0.096466,0.0043222,-0.207455,"M"
2410,36,"boys",-0.096466,-0.492781,0.1231502,"M"
2411,36,"boys",-0.096466,0.3280722,-2.686999,"M"
2412,36,"boys",-0.096466,0.5443412,0.3711052,"M"
2413,36,"boys",-0.096466,0.0735362,-0.124804,"M"
2414,36,"boys",-0.096466,1.5792202,1.6935282,"M"
2415,36,"boys",-0.096466,-0.623051,1.6935282,"M"
2416,36,"boys",-0.096466,0.1340672,-0.951318,"M"
2417,36,"boys",-0.096466,0.0735362,-1.199273,"M"
2418,36,"boys",-0.096466,1.9003352,2.9333002,"M"
2419,36,"boys",-0.096466,0.6107292,-0.290107,"M"
2420,36,"boys",-0.096466,0.5443412,1.6935282,"M"
2421,36,"boys",-0.096466,-0.197611,-1.199273,"M"
2422,36,"boys",-0.096466,-0.265159,-0.124804,"M"
2423,36,"boys",-0.096466,-0.338842,-2.273742,"M"
2424,36,"boys",-0.096466,-0.197611,-1.199273,"M"
2425,36,"boys",-0.096466,-1.438662,-1.199273,"M"
2426,36,"boys",-0.096466,-0.85267,-1.199273,"M"
2427,36,"boys",-0.096466,-0.062088,-0.124804,"M"
2428,36,"boys",-0.096466,0.4781942,2.0241342,"M"
2429,36,"boys",-0.096466,-1.836687,-0.45541,"M"
2430,36,"boys",-0.096466,0.2613242,0.4537562,"M"
2431,36,"boys",-0.096466,0.0735362,1.3629222,"M"
2432,36,"boys",-0.096466,-0.939378,-1.199273,"M"
2433,36,"boys",-0.096466,-0.776109,0.1231502,"M"
2434,37,"boys",-0.755961,0.5443412,1.6108772,"M"
2435,37,"boys",-0.755961,0.0043222,-2.025787,"M"
2436,37,"boys",-0.755961,-0.699505,-0.620713,"M"
2437,37,"boys",-0.755961,-0.419801,-0.703364,"M"
2438,37,"boys",-0.755961,0.1340672,-0.538061,"M"
2439,37,"boys",-0.755961,-0.197611,0.2058022,"M"
2440,37,"boys",-0.755961,-2.108644,-2.108439,"M"
2441,37,"boys",-0.755961,-1.62373,-2.108439,"M"
2442,37,"boys",-0.755961,-1.219486,-1.199273,"M"
2443,37,"boys",-0.755961,-0.776109,-2.19109,"M"
2444,37,"boys",-0.755961,0.0043222,-1.199273,"M"
2445,37,"boys",-0.755961,-0.776109,1.0323172,"M"
2446,37,"boys",-0.755961,-0.699505,-0.620713,"M"
2447,37,"boys",-0.755961,-0.776109,-2.19109,"M"
2448,37,"boys",-0.755961,-1.335315,-2.439045,"M"
2449,37,"boys",-0.755961,-0.939378,0.5364082,"M"
2450,37,"boys",-0.755961,0.0043222,-0.290107,"M"
2451,37,"boys",-0.755961,-1.836687,0.0404992,"M"
2452,37,"boys",-0.755961,-1.526653,-0.538061,"M"
2453,37,"boys",-0.755961,-0.338842,0.0404992,"M"
2454,37,"boys",-0.755961,0.0735362,-1.116621,"M"
2455,37,"boys",-0.755961,-0.129085,-0.207455,"M"
2456,38,"mixed",-0.212047,0.4026692,-0.290107,"M"
2457,38,"mixed",-0.212047,-1.723882,-2.19109,"F"
2458,38,"mixed",-0.212047,0.9675862,0.7017112,"F"
2459,38,"mixed",-0.212047,0.6787592,0.2058022,"M"
2460,38,"mixed",-0.212047,-0.939378,-0.207455,"F"
2461,38,"mixed",-0.212047,-0.338842,-0.951318,"F"
2462,38,"mixed",-0.212047,0.6787592,0.8670142,"F"
2463,38,"mixed",-0.212047,-0.338842,-0.951318,"F"
2464,38,"mixed",-0.212047,0.8965662,0.5364082,"F"
2465,38,"mixed",-0.212047,-0.129085,0.0404992,"M"
2466,38,"mixed",-0.212047,0.2613242,1.8588312,"M"
2467,38,"mixed",-0.212047,-0.197611,-0.868667,"M"
2468,38,"mixed",-0.212047,1.5061852,0.5364082,"F"
2469,38,"mixed",-0.212047,-0.939378,-0.868667,"M"
2470,38,"mixed",-0.212047,-0.939378,0.3711052,"F"
2471,38,"mixed",-0.212047,-0.85267,-0.703364,"M"
2472,38,"mixed",-0.212047,0.4026692,-0.45541,"M"
2473,38,"mixed",-0.212047,-1.335315,-0.620713,"M"
2474,38,"mixed",-0.212047,-0.939378,-1.03397,"F"
2475,38,"mixed",-0.212047,1.8138272,2.0241342,"F"
2476,38,"mixed",-0.212047,0.5443412,1.1976192,"M"
2477,38,"mixed",-0.212047,-1.962075,-1.943136,"F"
2478,38,"mixed",-0.212047,1.3101422,0.5364082,"F"
2479,38,"mixed",-0.212047,0.7472282,1.3629222,"M"
2480,38,"mixed",-0.212047,0.0043222,-1.199273,"M"
2481,38,"mixed",-0.212047,-0.85267,-1.199273,"M"
2482,38,"mixed",-0.212047,-1.962075,-2.521696,"M"
2483,38,"mixed",-0.212047,-0.623051,0.4537562,"F"
2484,38,"mixed",-0.212047,0.0043222,0.3711052,"M"
2485,38,"mixed",-0.212047,-1.118624,-0.124804,"F"
2486,38,"mixed",-0.212047,-1.335315,-1.695182,"M"
2487,38,"mixed",-0.212047,-1.335315,-2.025787,"F"
2488,38,"mixed",-0.212047,-0.062088,0.2884532,"M"
2489,38,"mixed",-0.212047,0.2613242,1.1149682,"M"
2490,38,"mixed",-0.212047,-1.836687,-0.290107,"F"
2491,38,"mixed",-0.212047,-1.335315,-1.447227,"M"
2492,38,"mixed",-0.212047,1.1094382,1.6108772,"M"
2493,38,"mixed",-0.212047,-0.939378,-1.03397,"M"
2494,38,"mixed",-0.212047,-1.526653,0.5364082,"M"
2495,38,"mixed",-0.212047,0.1941492,0.5364082,"M"
2496,38,"mixed",-0.212047,0.8965662,0.6190592,"F"
2497,38,"mixed",-0.212047,-0.419801,-0.786016,"F"
2498,38,"mixed",-0.212047,0.0735362,1.4455742,"F"
2499,38,"mixed",-0.212047,-1.219486,-0.45541,"F"
2500,38,"mixed",-0.212047,-0.419801,0.2058022,"M"
2501,38,"mixed",-0.212047,-1.335315,-0.372758,"M"
2502,38,"mixed",-0.212047,-1.118624,-0.45541,"M"
2503,38,"mixed",-0.212047,1.2405332,-0.124804,"M"
2504,38,"mixed",-0.212047,-0.699505,0.3711052,"M"
2505,38,"mixed",-0.212047,0.6787592,0.1231502,"F"
2506,38,"mixed",-0.212047,0.9675862,0.3711052,"F"
2507,38,"mixed",-0.212047,0.0735362,-2.108439,"M"
2508,38,"mixed",-0.212047,-0.939378,-1.61253,"M"
2509,38,"mixed",-0.212047,-1.526653,-1.199273,"M"
2510,39,"girls",-0.197124,0.5443412,-1.03397,"F"
2511,39,"girls",-0.197124,-0.419801,-0.124804,"F"
2512,39,"girls",-0.197124,0.5443412,0.5364082,"F"
2513,39,"girls",-0.197124,-0.265159,-0.703364,"F"
2514,39,"girls",-0.197124,0.4026692,1.2802712,"F"
2515,39,"girls",-0.197124,0.5443412,1.3629222,"F"
2516,39,"girls",-0.197124,-0.419801,-2.934953,"F"
2517,39,"girls",-0.197124,-0.197611,0.7017112,"F"
2518,39,"girls",-0.197124,-0.699505,-0.951318,"F"
2519,39,"girls",-0.197124,-0.492781,-0.786016,"F"
2520,39,"girls",-0.197124,-0.129085,-2.025787,"F"
2521,39,"girls",-0.197124,-0.939378,-1.03397,"F"
2522,39,"girls",-0.197124,-0.062088,-0.207455,"F"
2523,39,"girls",-0.197124,-1.335315,-0.951318,"F"
2524,39,"girls",-0.197124,0.0043222,-0.207455,"F"
2525,39,"girls",-0.197124,-0.197611,-0.620713,"F"
2526,39,"girls",-0.197124,-0.197611,-0.290107,"F"
2527,39,"girls",-0.197124,0.2613242,0.3711052,"F"
2528,39,"girls",-0.197124,1.5792202,1.9414832,"F"
2529,39,"girls",-0.197124,0.6107292,0.0404992,"F"
2530,39,"girls",-0.197124,0.0043222,1.5282252,"F"
2531,39,"girls",-0.197124,-1.029067,-2.025787,"F"
2532,39,"girls",-0.197124,1.7348992,1.6935282,"F"
2533,39,"girls",-0.197124,-0.85267,-1.364576,"F"
2534,39,"girls",-0.197124,1.3101422,1.3629222,"F"
2535,39,"girls",-0.197124,-0.492781,-0.45541,"F"
2536,39,"girls",-0.197124,1.1094382,1.1149682,"F"
2537,39,"girls",-0.197124,0.5443412,-0.786016,"F"
2538,39,"girls",-0.197124,-0.338842,-1.777833,"F"
2539,39,"girls",-0.197124,0.3280722,-0.042152,"F"
2540,39,"girls",-0.197124,-1.029067,-0.45541,"F"
2541,39,"girls",-0.197124,-0.338842,-0.620713,"F"
