"year","month","day","dep_time","sched_dep_time","dep_delay","arr_time","sched_arr_time","arr_delay","carrier","flight","tailnum","origin","dest","air_time","distance","hour","minute","time_hour","UA","DL","AA","US"
2013,11,28,759,743,16,1254,1230,24,"UA",1216,"N37274","EWR","SJU",210,1608,7,43,1701241200,1,0,0,0
2013,4,1,754,755,-1,950,1018,-28,"9E",3353,"N906XJ","JFK","DTW",93,509,7,55,1680418800,0,0,0,0
2013,3,24,751,751,0,955,959,-4,"EV",4532,"N14117","EWR","CHS",105,628,7,51,1679727600,0,0,0,0
2013,12,11,1738,1721,17,1838,1822,16,"EV",3811,"N14542","EWR","ALB",31,143,17,21,1702400400,0,0,0,0
2013,6,25,2235,1959,156,129,2140,229,"DL",975,"N902DE","LGA","PIT",58,335,19,59,1687806000,0,1,0,0
2013,1,12,1438,1440,-2,1723,1746,-23,"UA",1579,"N37434","EWR","MIA",151,1085,14,40,1673618400,1,0,0,0
2013,8,21,1739,1745,-6,1941,2014,-33,"DL",884,"N362NW","LGA","DEN",215,1620,17,45,1692723600,0,1,0,0
2013,6,9,1739,1629,70,2046,1939,67,"AA",565,"N3BDAA","JFK","DFW",191,1391,16,29,1686412800,0,0,1,0
2013,2,3,851,855,-4,1206,1217,-11,"B6",1061,"N339JB","JFK","AUS",221,1521,8,55,1675497600,0,0,0,0
2013,4,1,1713,1719,-6,1840,1857,-17,"UA",1446,"N76265","EWR","ORD",110,719,17,19,1680454800,1,0,0,0
2013,9,9,755,800,-5,923,918,5,"US",2171,"N702UW","LGA","DCA",56,214,8,0,1694332800,0,0,0,1
2013,8,25,1214,1000,134,1645,1440,125,"HA",51,"N391HA","JFK","HNL",609,4983,10,0,1693044000,0,0,0,0
2013,10,3,819,825,-6,1007,1023,-16,"US",409,"N661AW","EWR","CLT",79,529,8,25,1696406400,0,0,0,1
2013,7,31,1024,1029,-5,1231,1239,-8,"US",196,"N552UW","JFK","PHX",283,2153,10,29,1690884000,0,0,0,1
2013,4,23,2049,1900,109,2258,2110,108,"EV",4295,"N17108","EWR","MCI",161,1092,19,0,1682362800,0,0,0,0
2013,2,1,1630,1600,30,1949,1925,24,"AA",1467,"N3CHAA","LGA","MIA",164,1096,16,0,1675353600,0,0,1,0
2013,8,1,1154,1200,-6,1302,1318,-16,"EV",3838,"N11551","EWR","ROC",44,246,12,0,1690977600,0,0,0,0
2013,6,23,2204,2105,59,2317,2230,47,"MQ",3604,"N535MQ","EWR","ORD",95,719,21,5,1687640400,0,0,0,0
2013,6,11,903,910,-7,1053,1110,-17,"MQ",4582,"N502MQ","LGA","CLT",85,544,9,10,1686560400,0,0,0,0
2013,9,26,1453,1455,-2,1618,1634,-16,"9E",3393,"N923XJ","JFK","DCA",42,213,14,55,1695823200,0,0,0,0
2013,9,24,1616,1629,-13,1916,1933,-17,"B6",1161,"N657JB","LGA","PBI",143,1035,16,29,1695657600,0,0,0,0
2013,6,4,607,605,2,717,720,-3,"WN",3574,"N7734H","EWR","MDW",113,711,6,5,1685944800,0,0,0,0
2013,11,28,1209,1205,4,1504,1510,-6,"DL",1785,"N337NB","LGA","PBI",150,1035,12,5,1701259200,0,1,0,0
2013,12,19,809,811,-2,1109,1116,-7,"B6",901,"N624JB","JFK","FLL",149,1069,8,11,1703059200,0,0,0,0
2013,12,13,1348,1345,3,1640,1640,0,"UA",1611,"N67058","EWR","IAH",199,1400,13,45,1702558800,1,0,0,0
2013,5,9,656,700,-4,755,805,-10,"US",2116,"N952UW","LGA","BOS",35,184,7,0,1683702000,0,0,0,1
2013,2,15,2028,2020,8,2304,2328,-24,"DL",1729,"N373DA","JFK","LAS",292,2248,20,20,1676577600,0,1,0,0
2013,9,20,1054,1030,24,1310,1314,-4,"B6",483,"N509JB","JFK","MCO",121,944,10,30,1695290400,0,0,0,0
2013,2,4,1847,1850,-3,2151,2212,-21,"DL",2159,"N3767","JFK","MCO",147,944,18,50,1675620000,0,1,0,0
2013,12,5,1927,1735,112,2057,1925,92,"AA",345,"N4XCAA","LGA","ORD",124,733,17,35,1701882000,0,0,1,0
2013,9,14,1448,1455,-7,1647,1718,-31,"B6",575,"N374JB","JFK","MSY",148,1182,14,55,1694786400,0,0,0,0
2013,1,27,1931,1940,-9,2111,2125,-14,"MQ",3783,"N5PBMQ","JFK","CMH",80,483,19,40,1674932400,0,0,0,0
2013,10,14,2104,2110,-6,2246,2255,-9,"MQ",3603,"N510MQ","LGA","DTW",75,502,21,10,1697403600,0,0,0,0
2013,3,25,1047,1004,43,1220,1220,0,"DL",2319,"N310NW","LGA","MSP",131,1020,10,4,1679824800,0,1,0,0
2013,3,16,813,815,-2,1051,1006,45,"9E",3521,"N929XJ","JFK","ORD",140,740,8,15,1679040000,0,0,0,0
2013,2,17,2014,2025,-11,2134,2200,-26,"FL",354,"N954AT","LGA","CAK",62,397,20,25,1676750400,0,0,0,0
2013,4,24,625,630,-5,832,832,0,"US",1433,"N177US","LGA","CLT",86,544,6,30,1682402400,0,0,0,1
2013,6,21,2154,2150,4,40,100,-20,"AA",185,"N319AA","JFK","LAX",312,2475,21,50,1687467600,0,0,1,0
2013,9,20,1345,1345,0,1532,1520,12,"MQ",3305,"N504MQ","LGA","RDU",68,431,13,45,1695301200,0,0,0,0
2013,2,6,1808,1815,-7,2027,2050,-23,"DL",926,"N306DQ","EWR","ATL",108,746,18,15,1675792800,0,1,0,0
2013,1,24,1245,1251,-6,1519,1602,-43,"UA",428,"N414UA","LGA","IAH",192,1416,12,51,1674648000,1,0,0,0
2013,1,16,1741,1530,131,1933,1711,142,"9E",3719,"N8646A","LGA","RIC",63,292,15,30,1673967600,0,0,0,0
2013,11,19,1444,1450,-6,1657,1645,12,"MQ",3588,"N504MQ","LGA","MSP",164,1020,14,50,1700488800,0,0,0,0
2013,2,26,2022,2029,-7,2301,2333,-32,"UA",771,"N502UA","JFK","LAX",311,2475,20,29,1677528000,1,0,0,0
2013,10,11,1036,1029,7,1257,1318,-21,"UA",488,"N443UA","EWR","IAH",178,1400,10,29,1697104800,1,0,0,0
2013,10,6,1312,1257,15,1503,1455,8,"EV",3818,"N13550","EWR","DTW",84,488,12,57,1696680000,0,0,0,0
2013,2,20,823,827,-4,1319,1316,3,"B6",403,"N516JB","JFK","SJU",200,1598,8,27,1676966400,0,0,0,0
2013,4,23,555,600,-5,854,840,14,"B6",79,"N583JB","JFK","MCO",139,944,6,0,1682316000,0,0,0,0
2013,8,16,1608,1540,28,1754,1753,1,"UA",1107,"N45440","EWR","DEN",205,1605,15,40,1692284400,1,0,0,0
2013,9,30,1707,1714,-7,1813,1839,-26,"B6",918,"N192JB","JFK","BOS",39,187,17,14,1696179600,0,0,0,0
2013,3,26,628,630,-2,816,818,-2,"EV",4334,"N15980","EWR","CMH",70,463,6,30,1679896800,0,0,0,0
2013,3,8,642,645,-3,915,846,29,"US",1281,"N177US","EWR","CLT",78,529,6,45,1678341600,0,0,0,1
2013,12,10,920,921,-1,1343,1235,68,"B6",223,"N565JB","JFK","LAX",368,2475,9,21,1702285200,0,0,0,0
2013,6,30,1604,1606,-2,1936,1909,27,"B6",283,"N768JB","JFK","MCO",136,944,16,6,1688227200,0,0,0,0
2013,6,29,1220,1025,115,1531,1308,143,"B6",925,"N715JB","JFK","TPA",167,1005,10,25,1688119200,0,0,0,0
2013,5,7,1359,1400,-1,1620,1648,-28,"UA",205,"N832UA","EWR","IAH",181,1400,14,0,1683554400,1,0,0,0
2013,3,1,2010,2000,10,2319,2258,21,"UA",1709,"N38424","EWR","SEA",344,2402,20,0,1677787200,1,0,0,0
2013,5,12,2158,2146,12,2302,2251,11,"EV",4400,"N24103","EWR","DCA",40,199,21,46,1684011600,0,0,0,0
2013,3,29,1534,1545,-11,1831,1907,-36,"DL",2098,"N980DL","LGA","MIA",152,1096,15,45,1680188400,0,1,0,0
2013,3,19,657,630,27,928,914,14,"UA",216,"N480UA","EWR","PHX",307,2133,6,30,1679292000,1,0,0,0
2013,7,2,1451,1455,-4,1704,1645,19,"MQ",3359,"N811MQ","JFK","RDU",77,427,14,55,1688392800,0,0,0,0
2013,10,30,847,900,-13,1006,1023,-17,"US",2173,"N748UW","LGA","DCA",44,214,9,0,1698742800,0,0,0,1
2013,6,20,1344,1350,-6,1453,1502,-9,"B6",1338,"N309JB","JFK","MVY",36,173,13,50,1687352400,0,0,0,0
2013,1,21,1049,1055,-6,1345,1405,-20,"AA",739,"N3CBAA","LGA","DFW",214,1389,10,55,1674381600,0,0,1,0
2013,6,15,620,623,-3,835,856,-21,"B6",203,"N766JB","JFK","LAS",296,2248,6,23,1686895200,0,0,0,0
2013,9,10,813,815,-2,1041,1040,1,"DL",914,"N302NB","LGA","DEN",223,1620,8,15,1694419200,0,1,0,0
2013,12,25,1911,1910,1,2210,2225,-15,"UA",482,"N455UA","EWR","FLL",160,1065,19,10,1703617200,1,0,0,0
2013,5,8,946,938,8,1229,1204,25,"9E",4065,"N8758D","LGA","SDF",98,659,9,38,1683622800,0,0,0,0
2013,3,24,821,825,-4,935,945,-10,"EV",4570,"N18556","EWR","ORF",52,284,8,25,1679731200,0,0,0,0
2013,12,13,1331,1330,1,1639,1634,5,"B6",431,"N645JB","LGA","SRQ",151,1047,13,30,1702558800,0,0,0,0
2013,4,4,719,659,20,1014,1007,7,"UA",1701,"N14219","EWR","FLL",159,1065,6,59,1680674400,1,0,0,0
2013,11,3,1440,1446,-6,1726,1753,-27,"B6",325,"N583JB","JFK","TPA",140,1005,14,46,1699106400,0,0,0,0
2013,12,20,1944,1945,-1,2320,2319,1,"UA",275,"N461UA","EWR","SAT",240,1569,19,45,1703185200,1,0,0,0
2013,12,5,750,755,-5,928,937,-9,"EV",4125,"N18120","EWR","GSO",71,445,7,55,1701846000,0,0,0,0
2013,12,2,656,658,-2,1001,1004,-3,"UA",1299,"N76254","EWR","RSW",164,1068,6,58,1701583200,1,0,0,0
2013,8,12,657,700,-3,1011,1006,5,"DL",2003,"N963DL","LGA","MIA",145,1096,7,0,1691910000,0,1,0,0
